Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d10018  -147.109  26.0  5371.489  30  5368.853  5367.853  5369.853
d10019  -145.733  26.0  5371.489  30  5368.877  5367.877  5369.877
d10021  -143.520  26.0  5371.489  30  5368.917  5367.917  5369.917
d10022  -142.055  26.0  5371.489  30  5368.943  5367.943  5369.943
d10023  -140.392  26.0  5371.489  30  5368.973  5367.973  5369.973
d10024  -139.068  26.0  5371.489  30  5368.997  5367.997  5369.997
d10026  -137.285  26.0  5371.489  30  5369.029  5368.029  5370.029
d10027  -137.382  26.0  5371.489  30  5369.027  5368.027  5370.027
d10028  -134.076  26.0  5371.489  30  5369.086  5368.086  5370.086
d10029  -133.674  26.0  5371.489  30  5369.094  5368.094  5370.094
d20011  -141.894  26.0  5371.489  30  5368.946  5367.946  5369.946
d20012  -140.718  26.0  5371.489  30  5368.967  5367.967  5369.967
d20013  -138.944  26.0  5371.489  30  5368.999  5367.999  5369.999
d20014  -137.557  26.0  5371.489  30  5369.024  5368.024  5370.024
d20016  -135.433  26.0  5371.489  30  5369.062  5368.062  5370.062
d20017  -134.168  26.0  5371.489  30  5369.085  5368.085  5370.085
d20018  -133.089  26.0  5371.489  30  5369.104  5368.104  5370.104
d20019  -132.285  26.0  5371.489  30  5369.119  5368.119  5370.119
d20021  -131.189  26.0  5371.489  30  5369.138  5368.138  5370.138
d20024  -132.542  26.0  5371.489  30  5369.114  5368.114  5370.114
d20026  -135.071  26.0  5371.489  30  5369.069  5368.069  5370.069
d20027  -139.049  26.0  5371.489  30  5368.997  5367.997  5369.997
d20028  -144.439  26.0  5371.489  30  5368.901  5367.901  5369.901
d20029  -149.635  26.0  5371.489  30  5368.808  5367.808  5369.808
d20031  -154.885  26.0  5371.489  30  5368.713  5367.713  5369.713
d20032  -156.092  26.0  5371.489  30  5368.692  5367.692  5369.692
d20033  -156.599  26.0  5371.489  30  5368.683  5367.683  5369.683
d20034  -156.429  26.0  5371.489  30  5368.686  5367.686  5369.686
d20036  -155.934  26.0  5371.489  30  5368.695  5367.695  5369.695
d20037  -154.837  26.0  5371.489  30  5368.714  5367.714  5369.714
d20038  -153.512  26.0  5371.489  30  5368.738  5367.738  5369.738
d20039  -151.965  26.0  5371.489  30  5368.766  5367.766  5369.766
d20040  -150.387  26.0  5371.489  30  5368.794  5367.794  5369.794
d30009  -153.269  26.0  5371.489  30  5368.743  5367.743  5369.743
d30010  -156.370  26.0  5371.489  30  5368.687  5367.687  5369.687
d30011  -157.290  26.0  5371.489  30  5368.671  5367.671  5369.671
d30012  -157.343  26.0  5371.489  30  5368.670  5367.670  5369.670
d30014  -156.857  26.0  5371.489  30  5368.678  5367.678  5369.678
d30015  -155.282  26.0  5371.489  30  5368.707  5367.707  5369.707
d30016  -153.756  26.0  5371.489  30  5368.734  5367.734  5369.734
d30017  -151.970  26.0  5371.489  30  5368.766  5367.766  5369.766
d30019  -149.222  26.0  5371.489  30  5368.815  5367.815  5369.815
d30020  -147.589  26.0  5371.489  30  5368.845  5367.845  5369.845
d30021  -145.672  26.0  5371.489  30  5368.879  5367.879  5369.879
d30022  -143.943  26.0  5371.489  30  5368.910  5367.910  5369.910
d30024  -141.619  26.0  5371.489  30  5368.952  5367.952  5369.952
d30025  -140.295  26.0  5371.489  30  5368.975  5367.975  5369.975
d30026  -138.513  26.0  5371.489  30  5369.007  5368.007  5370.007
d30027  -137.125  26.0  5371.489  30  5369.032  5368.032  5370.032
d30029  -135.791  26.0  5371.489  30  5369.056  5368.056  5370.056
d30030  -133.815  26.0  5371.489  30  5369.091  5368.091  5370.091
d30031  -132.524  26.0  5371.489  30  5369.114  5368.114  5370.114
d30032  -131.435  26.0  5371.489  30  5369.134  5368.134  5370.134
d30034  -130.343  26.0  5371.489  30  5369.153  5368.153  5370.153
d30035  -130.128  26.0  5371.489  30  5369.157  5368.157  5370.157
d30036  -129.879  26.0  5371.489  30  5369.162  5368.162  5370.162
d30037  -130.543  26.0  5371.489  30  5369.149  5368.149  5370.149
d30039  -133.432  26.0  5371.489  30  5369.098  5368.098  5370.098
d30040  -135.747  26.0  5371.489  30  5369.057  5368.057  5370.057
d40043  -136.469  26.0  5371.489  30  5369.043  5368.043  5370.043
d40044  -134.786  26.0  5371.489  30  5369.074  5368.074  5370.074
d40045  -133.674  26.0  5371.489  30  5369.094  5368.094  5370.094
d40046  -132.485  26.0  5371.489  30  5369.115  5368.115  5370.115
d40048  -131.485  26.0  5371.489  30  5369.133  5368.133  5370.133
d40049  -130.963  26.0  5371.489  30  5369.142  5368.142  5370.142
d40050  -130.490  26.0  5371.489  30  5369.150  5368.150  5370.150
d40051  -131.117  26.0  5371.489  30  5369.139  5368.139  5370.139
d40053  -132.360  26.0  5371.489  30  5369.117  5368.117  5370.117
d40054  -134.132  26.0  5371.489  30  5369.085  5368.085  5370.085
d40055  -136.354  26.0  5371.489  30  5369.045  5368.045  5370.045
d40056  -139.971  26.0  5371.489  30  5368.981  5367.981  5369.981
d40057  -145.999  26.0  5371.489  30  5368.873  5367.873  5369.873
d40059  -152.110  26.0  5371.489  30  5368.764  5367.764  5369.764
d40060  -154.953  26.0  5371.489  30  5368.712  5367.712  5369.712
d40061  -155.664  26.0  5371.489  30  5368.700  5367.700  5369.700
d40062  -156.587  26.0  5371.489  30  5368.683  5367.683  5369.683
d40064  -156.182  26.0  5371.489  30  5368.690  5367.690  5369.690
d40065  -155.294  26.0  5371.489  30  5368.706  5367.706  5369.706
d40066  -154.133  26.0  5371.489  30  5368.727  5367.727  5369.727
d40067  -152.178  26.0  5371.489  30  5368.762  5367.762  5369.762
d40069  -149.619  26.0  5371.489  30  5368.808  5367.808  5369.808
d40070  -148.056  26.0  5371.489  30  5368.836  5367.836  5369.836
d40071  -146.048  26.0  5371.489  30  5368.872  5367.872  5369.872
d40072  -144.348  26.0  5371.489  30  5368.902  5367.902  5369.902
d40074  -142.057  26.0  5371.489  30  5368.943  5367.943  5369.943
d40075  -140.871  26.0  5371.489  30  5368.964  5367.964  5369.964
d40076  -139.777  26.0  5371.489  30  5368.984  5367.984  5369.984
d50042  -157.392  26.0  5371.489  30  5368.669  5367.669  5369.669
d50043  -156.407  26.0  5371.489  30  5368.687  5367.687  5369.687
d50044  -155.517  26.0  5371.489  30  5368.702  5367.702  5369.702
d50045  -154.025  26.0  5371.489  30  5368.729  5367.729  5369.729
d50047  -151.874  26.0  5371.489  30  5368.768  5367.768  5369.768
d50048  -149.815  26.0  5371.489  30  5368.805  5367.805  5369.805
d50049  -148.265  26.0  5371.489  30  5368.833  5367.833  5369.833
d50050  -146.356  26.0  5371.489  30  5368.867  5367.867  5369.867
d50052  -144.401  26.0  5371.489  30  5368.901  5367.901  5369.901
d50053  -142.467  26.0  5371.489  30  5368.936  5367.936  5369.936
d50054  -140.811  26.0  5371.489  30  5368.966  5367.966  5369.966
d50055  -139.233  26.0  5371.489  30  5368.994  5367.994  5369.994
d50057  -137.775  26.0  5371.489  30  5369.021  5368.021  5370.021
d50058  -136.216  26.0  5371.489  30  5369.048  5368.048  5370.048
d50059  -135.101  26.0  5371.489  30  5369.068  5368.068  5370.068
d50060  -133.599  26.0  5371.489  30  5369.095  5368.095  5370.095
d50062  -132.477  26.0  5371.489  30  5369.115  5368.115  5370.115
d50063  -131.016  26.0  5371.489  30  5369.141  5368.141  5370.141
d50064  -130.203  26.0  5371.489  30  5369.156  5368.156  5370.156
d50065  -129.480  26.0  5371.489  30  5369.169  5368.169  5370.169
d50067  -129.761  26.0  5371.489  30  5369.164  5368.164  5370.164
d50068  -130.675  26.0  5371.489  30  5369.147  5368.147  5370.147
d50069  -132.578  26.0  5371.489  30  5369.113  5368.113  5370.113
d50070  -134.722  26.0  5371.489  30  5369.075  5368.075  5370.075
d50072  -139.210  26.0  5371.489  30  5368.994  5367.994  5369.994
d50073  -145.916  26.0  5371.489  30  5368.875  5367.875  5369.875
d50074  -152.926  26.0  5371.489  30  5368.749  5367.749  5369.749
d50075  -154.943  26.0  5371.489  30  5368.712  5367.712  5369.712
d10006  -152.461  26.0  5404.149  30  5401.401  5400.401  5402.401
d10007  -156.877  26.0  5404.149  30  5401.321  5400.321  5402.321
d10008  -158.951  26.0  5404.149  30  5401.284  5400.284  5402.284
d10009  -159.293  26.0  5404.149  30  5401.278  5400.278  5402.278
d10011  -158.495  26.0  5404.149  30  5401.292  5400.292  5402.292
d10012  -157.286  26.0  5404.149  30  5401.313  5400.313  5402.313
d10013  -155.579  26.0  5404.149  30  5401.344  5400.344  5402.344
d10014  -153.762  26.0  5404.149  30  5401.377  5400.377  5402.377
d10016  -151.306  26.0  5404.149  30  5401.421  5400.421  5402.421
d10017  -149.237  26.0  5404.149  30  5401.458  5400.458  5402.458
d10018  -147.109  26.0  5404.149  30  5401.497  5400.497  5402.497
d10019  -145.733  26.0  5404.149  30  5401.522  5400.522  5402.522
d10021  -143.520  26.0  5404.149  30  5401.562  5400.562  5402.562
d10022  -142.055  26.0  5404.149  30  5401.588  5400.588  5402.588
d10023  -140.392  26.0  5404.149  30  5401.618  5400.618  5402.618
d10024  -139.068  26.0  5404.149  30  5401.642  5400.642  5402.642
d10026  -137.285  26.0  5404.149  30  5401.674  5400.674  5402.674
d10027  -137.382  26.0  5404.149  30  5401.672  5400.672  5402.672
d10028  -134.076  26.0  5404.149  30  5401.732  5400.732  5402.732
d10029  -133.674  26.0  5404.149  30  5401.739  5400.739  5402.739
d20011  -141.894  26.0  5404.149  30  5401.591  5400.591  5402.591
d20012  -140.718  26.0  5404.149  30  5401.612  5400.612  5402.612
d20013  -138.944  26.0  5404.149  30  5401.644  5400.644  5402.644
d20014  -137.557  26.0  5404.149  30  5401.669  5400.669  5402.669
d20016  -135.433  26.0  5404.149  30  5401.708  5400.708  5402.708
d20017  -134.168  26.0  5404.149  30  5401.730  5400.730  5402.730
d20018  -133.089  26.0  5404.149  30  5401.750  5400.750  5402.750
d20019  -132.285  26.0  5404.149  30  5401.764  5400.764  5402.764
d20021  -131.189  26.0  5404.149  30  5401.784  5400.784  5402.784
d20024  -132.542  26.0  5404.149  30  5401.760  5400.760  5402.760
d20026  -135.071  26.0  5404.149  30  5401.714  5400.714  5402.714
d20027  -139.049  26.0  5404.149  30  5401.642  5400.642  5402.642
d20028  -144.439  26.0  5404.149  30  5401.545  5400.545  5402.545
d20029  -149.635  26.0  5404.149  30  5401.452  5400.452  5402.452
d20031  -154.885  26.0  5404.149  30  5401.357  5400.357  5402.357
d20032  -156.092  26.0  5404.149  30  5401.335  5400.335  5402.335
d20033  -156.599  26.0  5404.149  30  5401.326  5400.326  5402.326
d20034  -156.429  26.0  5404.149  30  5401.329  5400.329  5402.329
d20036  -155.934  26.0  5404.149  30  5401.338  5400.338  5402.338
d20037  -154.837  26.0  5404.149  30  5401.358  5400.358  5402.358
d20038  -153.512  26.0  5404.149  30  5401.382  5400.382  5402.382
d20039  -151.965  26.0  5404.149  30  5401.410  5400.410  5402.410
d20040  -150.387  26.0  5404.149  30  5401.438  5400.438  5402.438
d30009  -153.269  26.0  5404.149  30  5401.386  5400.386  5402.386
d30010  -156.370  26.0  5404.149  30  5401.330  5400.330  5402.330
d30011  -157.290  26.0  5404.149  30  5401.313  5400.313  5402.313
d30012  -157.343  26.0  5404.149  30  5401.312  5400.312  5402.312
d30014  -156.857  26.0  5404.149  30  5401.321  5400.321  5402.321
d30015  -155.282  26.0  5404.149  30  5401.350  5400.350  5402.350
d30016  -153.756  26.0  5404.149  30  5401.377  5400.377  5402.377
d30017  -151.970  26.0  5404.149  30  5401.409  5400.409  5402.409
d30019  -149.222  26.0  5404.149  30  5401.459  5400.459  5402.459
d30020  -147.589  26.0  5404.149  30  5401.489  5400.489  5402.489
d30021  -145.672  26.0  5404.149  30  5401.523  5400.523  5402.523
d30022  -143.943  26.0  5404.149  30  5401.554  5400.554  5402.554
d30024  -141.619  26.0  5404.149  30  5401.596  5400.596  5402.596
d30025  -140.295  26.0  5404.149  30  5401.620  5400.620  5402.620
d30026  -138.513  26.0  5404.149  30  5401.652  5400.652  5402.652
d30027  -137.125  26.0  5404.149  30  5401.677  5400.677  5402.677
d30029  -135.791  26.0  5404.149  30  5401.701  5400.701  5402.701
d30030  -133.815  26.0  5404.149  30  5401.737  5400.737  5402.737
d30031  -132.524  26.0  5404.149  30  5401.760  5400.760  5402.760
d30032  -131.435  26.0  5404.149  30  5401.780  5400.780  5402.780
d30034  -130.343  26.0  5404.149  30  5401.799  5400.799  5402.799
d30035  -130.128  26.0  5404.149  30  5401.803  5400.803  5402.803
d30036  -129.879  26.0  5404.149  30  5401.808  5400.808  5402.808
d30037  -130.543  26.0  5404.149  30  5401.795  5400.795  5402.795
d30039  -133.432  26.0  5404.149  30  5401.744  5400.744  5402.744
d30040  -135.747  26.0  5404.149  30  5401.702  5400.702  5402.702
d40043  -136.469  26.0  5404.149  30  5401.689  5400.689  5402.689
d40044  -134.786  26.0  5404.149  30  5401.719  5400.719  5402.719
d40045  -133.674  26.0  5404.149  30  5401.739  5400.739  5402.739
d40046  -132.485  26.0  5404.149  30  5401.761  5400.761  5402.761
d40048  -131.485  26.0  5404.149  30  5401.779  5400.779  5402.779
d40049  -130.963  26.0  5404.149  30  5401.788  5400.788  5402.788
d40050  -130.490  26.0  5404.149  30  5401.796  5400.796  5402.796
d40051  -131.117  26.0  5404.149  30  5401.785  5400.785  5402.785
d40053  -132.360  26.0  5404.149  30  5401.763  5400.763  5402.763
d40054  -134.132  26.0  5404.149  30  5401.731  5400.731  5402.731
d40055  -136.354  26.0  5404.149  30  5401.691  5400.691  5402.691
d40056  -139.971  26.0  5404.149  30  5401.626  5400.626  5402.626
d40057  -145.999  26.0  5404.149  30  5401.517  5400.517  5402.517
d40059  -152.110  26.0  5404.149  30  5401.407  5400.407  5402.407
d40060  -154.953  26.0  5404.149  30  5401.355  5400.355  5402.355
d40061  -155.664  26.0  5404.149  30  5401.343  5400.343  5402.343
d40062  -156.587  26.0  5404.149  30  5401.326  5400.326  5402.326
d40064  -156.182  26.0  5404.149  30  5401.333  5400.333  5402.333
d40065  -155.294  26.0  5404.149  30  5401.350  5400.350  5402.350
d40066  -154.133  26.0  5404.149  30  5401.371  5400.371  5402.371
d40067  -152.178  26.0  5404.149  30  5401.406  5400.406  5402.406
d40069  -149.619  26.0  5404.149  30  5401.452  5400.452  5402.452
d40070  -148.056  26.0  5404.149  30  5401.480  5400.480  5402.480
d40071  -146.048  26.0  5404.149  30  5401.516  5400.516  5402.516
d40072  -144.348  26.0  5404.149  30  5401.547  5400.547  5402.547
d40074  -142.057  26.0  5404.149  30  5401.588  5400.588  5402.588
d40075  -140.871  26.0  5404.149  30  5401.609  5400.609  5402.609
d40076  -139.777  26.0  5404.149  30  5401.629  5400.629  5402.629
d50042  -157.392  26.0  5404.149  30  5401.312  5400.312  5402.312
d50043  -156.407  26.0  5404.149  30  5401.330  5400.330  5402.330
d50044  -155.517  26.0  5404.149  30  5401.346  5400.346  5402.346
d50045  -154.025  26.0  5404.149  30  5401.373  5400.373  5402.373
d50047  -151.874  26.0  5404.149  30  5401.411  5400.411  5402.411
d50048  -149.815  26.0  5404.149  30  5401.448  5400.448  5402.448
d50049  -148.265  26.0  5404.149  30  5401.477  5400.477  5402.477
d50050  -146.356  26.0  5404.149  30  5401.511  5400.511  5402.511
d50052  -144.401  26.0  5404.149  30  5401.546  5400.546  5402.546
d50053  -142.467  26.0  5404.149  30  5401.581  5400.581  5402.581
d50054  -140.811  26.0  5404.149  30  5401.611  5400.611  5402.611
d50055  -139.233  26.0  5404.149  30  5401.639  5400.639  5402.639
d50057  -137.775  26.0  5404.149  30  5401.666  5400.666  5402.666
d50058  -136.216  26.0  5404.149  30  5401.693  5400.693  5402.693
d50059  -135.101  26.0  5404.149  30  5401.713  5400.713  5402.713
d50060  -133.599  26.0  5404.149  30  5401.741  5400.741  5402.741
d50062  -132.477  26.0  5404.149  30  5401.761  5400.761  5402.761
d50063  -131.016  26.0  5404.149  30  5401.787  5400.787  5402.787
d50064  -130.203  26.0  5404.149  30  5401.802  5400.802  5402.802
d50065  -129.480  26.0  5404.149  30  5401.815  5400.815  5402.815
d50067  -129.761  26.0  5404.149  30  5401.810  5400.810  5402.810
d50068  -130.675  26.0  5404.149  30  5401.793  5400.793  5402.793
d50069  -132.578  26.0  5404.149  30  5401.759  5400.759  5402.759
d50070  -134.722  26.0  5404.149  30  5401.721  5400.721  5402.721
d50072  -139.210  26.0  5404.149  30  5401.639  5400.639  5402.639
d50073  -145.916  26.0  5404.149  30  5401.519  5400.519  5402.519
d50074  -152.926  26.0  5404.149  30  5401.392  5400.392  5402.392
d50075  -154.943  26.0  5404.149  30  5401.356  5400.356  5402.356
d10006  -152.461  26.0  5405.774  30  5403.025  5402.025  5404.025
d10007  -156.877  26.0  5405.774  30  5402.945  5401.945  5403.945
d10008  -158.951  26.0  5405.774  30  5402.908  5401.908  5403.908
d10009  -159.293  26.0  5405.774  30  5402.902  5401.902  5403.902
d10011  -158.495  26.0  5405.774  30  5402.916  5401.916  5403.916
d10012  -157.286  26.0  5405.774  30  5402.938  5401.938  5403.938
d10013  -155.579  26.0  5405.774  30  5402.968  5401.968  5403.968
d10014  -153.762  26.0  5405.774  30  5403.001  5402.001  5404.001
d10016  -151.306  26.0  5405.774  30  5403.045  5402.045  5404.045
d10017  -149.237  26.0  5405.774  30  5403.083  5402.083  5404.083
d10018  -147.109  26.0  5405.774  30  5403.121  5402.121  5404.121
d10019  -145.733  26.0  5405.774  30  5403.146  5402.146  5404.146
d10021  -143.520  26.0  5405.774  30  5403.186  5402.186  5404.186
d10022  -142.055  26.0  5405.774  30  5403.212  5402.212  5404.212
d10023  -140.392  26.0  5405.774  30  5403.242  5402.242  5404.242
d10024  -139.068  26.0  5405.774  30  5403.266  5402.266  5404.266
d10026  -137.285  26.0  5405.774  30  5403.298  5402.298  5404.298
d10027  -137.382  26.0  5405.774  30  5403.297  5402.297  5404.297
d10028  -134.076  26.0  5405.774  30  5403.356  5402.356  5404.356
d10029  -133.674  26.0  5405.774  30  5403.363  5402.363  5404.363
d20011  -141.894  26.0  5405.774  30  5403.215  5402.215  5404.215
d20012  -140.718  26.0  5405.774  30  5403.236  5402.236  5404.236
d20013  -138.944  26.0  5405.774  30  5403.269  5402.269  5404.269
d20014  -137.557  26.0  5405.774  30  5403.293  5402.293  5404.293
d20016  -135.433  26.0  5405.774  30  5403.332  5402.332  5404.332
d20017  -134.168  26.0  5405.774  30  5403.355  5402.355  5404.355
d20018  -133.089  26.0  5405.774  30  5403.374  5402.374  5404.374
d20019  -132.285  26.0  5405.774  30  5403.389  5402.389  5404.389
d20021  -131.189  26.0  5405.774  30  5403.408  5402.408  5404.408
d20024  -132.542  26.0  5405.774  30  5403.384  5402.384  5404.384
d20026  -135.071  26.0  5405.774  30  5403.338  5402.338  5404.338
d20027  -139.049  26.0  5405.774  30  5403.267  5402.267  5404.267
d20028  -144.439  26.0  5405.774  30  5403.169  5402.169  5404.169
d20029  -149.635  26.0  5405.774  30  5403.076  5402.076  5404.076
d20031  -154.885  26.0  5405.774  30  5402.981  5401.981  5403.981
d20032  -156.092  26.0  5405.774  30  5402.959  5401.959  5403.959
d20033  -156.599  26.0  5405.774  30  5402.950  5401.950  5403.950
d20034  -156.429  26.0  5405.774  30  5402.953  5401.953  5403.953
d20036  -155.934  26.0  5405.774  30  5402.962  5401.962  5403.962
d20037  -154.837  26.0  5405.774  30  5402.982  5401.982  5403.982
d20038  -153.512  26.0  5405.774  30  5403.006  5402.006  5404.006
d20039  -151.965  26.0  5405.774  30  5403.034  5402.034  5404.034
d20040  -150.387  26.0  5405.774  30  5403.062  5402.062  5404.062
d30009  -153.269  26.0  5405.774  30  5403.010  5402.010  5404.010
d30010  -156.370  26.0  5405.774  30  5402.954  5401.954  5403.954
d30011  -157.290  26.0  5405.774  30  5402.938  5401.938  5403.938
d30012  -157.343  26.0  5405.774  30  5402.937  5401.937  5403.937
d30014  -156.857  26.0  5405.774  30  5402.946  5401.946  5403.946
d30015  -155.282  26.0  5405.774  30  5402.974  5401.974  5403.974
d30016  -153.756  26.0  5405.774  30  5403.001  5402.001  5404.001
d30017  -151.970  26.0  5405.774  30  5403.034  5402.034  5404.034
d30019  -149.222  26.0  5405.774  30  5403.083  5402.083  5404.083
d30020  -147.589  26.0  5405.774  30  5403.113  5402.113  5404.113
d30021  -145.672  26.0  5405.774  30  5403.147  5402.147  5404.147
d30022  -143.943  26.0  5405.774  30  5403.179  5402.179  5404.179
d30024  -141.619  26.0  5405.774  30  5403.220  5402.220  5404.220
d30025  -140.295  26.0  5405.774  30  5403.244  5402.244  5404.244
d30026  -138.513  26.0  5405.774  30  5403.276  5402.276  5404.276
d30027  -137.125  26.0  5405.774  30  5403.301  5402.301  5404.301
d30029  -135.791  26.0  5405.774  30  5403.326  5402.326  5404.326
d30030  -133.815  26.0  5405.774  30  5403.361  5402.361  5404.361
d30031  -132.524  26.0  5405.774  30  5403.384  5402.384  5404.384
d30032  -131.435  26.0  5405.774  30  5403.404  5402.404  5404.404
d30034  -130.343  26.0  5405.774  30  5403.424  5402.424  5404.424
d30035  -130.128  26.0  5405.774  30  5403.428  5402.428  5404.428
d30036  -129.879  26.0  5405.774  30  5403.432  5402.432  5404.432
d30037  -130.543  26.0  5405.774  30  5403.420  5402.420  5404.420
d30039  -133.432  26.0  5405.774  30  5403.368  5402.368  5404.368
d30040  -135.747  26.0  5405.774  30  5403.326  5402.326  5404.326
d40043  -136.469  26.0  5405.774  30  5403.313  5402.313  5404.313
d40044  -134.786  26.0  5405.774  30  5403.343  5402.343  5404.343
d40045  -133.674  26.0  5405.774  30  5403.363  5402.363  5404.363
d40046  -132.485  26.0  5405.774  30  5403.385  5402.385  5404.385
d40048  -131.485  26.0  5405.774  30  5403.403  5402.403  5404.403
d40049  -130.963  26.0  5405.774  30  5403.413  5402.413  5404.413
d40050  -130.490  26.0  5405.774  30  5403.421  5402.421  5404.421
d40051  -131.117  26.0  5405.774  30  5403.410  5402.410  5404.410
d40053  -132.360  26.0  5405.774  30  5403.387  5402.387  5404.387
d40054  -134.132  26.0  5405.774  30  5403.355  5402.355  5404.355
d40055  -136.354  26.0  5405.774  30  5403.315  5402.315  5404.315
d40056  -139.971  26.0  5405.774  30  5403.250  5402.250  5404.250
d40057  -145.999  26.0  5405.774  30  5403.141  5402.141  5404.141
d40059  -152.110  26.0  5405.774  30  5403.031  5402.031  5404.031
d40060  -154.953  26.0  5405.774  30  5402.979  5401.979  5403.979
d40061  -155.664  26.0  5405.774  30  5402.967  5401.967  5403.967
d40062  -156.587  26.0  5405.774  30  5402.950  5401.950  5403.950
d40064  -156.182  26.0  5405.774  30  5402.958  5401.958  5403.958
d40065  -155.294  26.0  5405.774  30  5402.974  5401.974  5403.974
d40066  -154.133  26.0  5405.774  30  5402.995  5401.995  5403.995
d40067  -152.178  26.0  5405.774  30  5403.030  5402.030  5404.030
d40069  -149.619  26.0  5405.774  30  5403.076  5402.076  5404.076
d40070  -148.056  26.0  5405.774  30  5403.104  5402.104  5404.104
d40071  -146.048  26.0  5405.774  30  5403.141  5402.141  5404.141
d40072  -144.348  26.0  5405.774  30  5403.171  5402.171  5404.171
d40074  -142.057  26.0  5405.774  30  5403.212  5402.212  5404.212
d40075  -140.871  26.0  5405.774  30  5403.233  5402.233  5404.233
d40076  -139.777  26.0  5405.774  30  5403.253  5402.253  5404.253
d50042  -157.392  26.0  5405.774  30  5402.936  5401.936  5403.936
d50043  -156.407  26.0  5405.774  30  5402.954  5401.954  5403.954
d50044  -155.517  26.0  5405.774  30  5402.970  5401.970  5403.970
d50045  -154.025  26.0  5405.774  30  5402.997  5401.997  5403.997
d50047  -151.874  26.0  5405.774  30  5403.036  5402.036  5404.036
d50048  -149.815  26.0  5405.774  30  5403.073  5402.073  5404.073
d50049  -148.265  26.0  5405.774  30  5403.101  5402.101  5404.101
d50050  -146.356  26.0  5405.774  30  5403.135  5402.135  5404.135
d50052  -144.401  26.0  5405.774  30  5403.170  5402.170  5404.170
d50053  -142.467  26.0  5405.774  30  5403.205  5402.205  5404.205
d50054  -140.811  26.0  5405.774  30  5403.235  5402.235  5404.235
d50055  -139.233  26.0  5405.774  30  5403.263  5402.263  5404.263
d50057  -137.775  26.0  5405.774  30  5403.290  5402.290  5404.290
d50058  -136.216  26.0  5405.774  30  5403.318  5402.318  5404.318
d50059  -135.101  26.0  5405.774  30  5403.338  5402.338  5404.338
d50060  -133.599  26.0  5405.774  30  5403.365  5402.365  5404.365
d50062  -132.477  26.0  5405.774  30  5403.385  5402.385  5404.385
d50063  -131.016  26.0  5405.774  30  5403.412  5402.412  5404.412
d50064  -130.203  26.0  5405.774  30  5403.426  5402.426  5404.426
d50065  -129.480  26.0  5405.774  30  5403.439  5402.439  5404.439
d50067  -129.761  26.0  5405.774  30  5403.434  5402.434  5404.434
d50068  -130.675  26.0  5405.774  30  5403.417  5402.417  5404.417
d50069  -132.578  26.0  5405.774  30  5403.383  5402.383  5404.383
d50070  -134.722  26.0  5405.774  30  5403.345  5402.345  5404.345
d50072  -139.210  26.0  5405.774  30  5403.264  5402.264  5404.264
d50073  -145.916  26.0  5405.774  30  5403.143  5402.143  5404.143
d50074  -152.926  26.0  5405.774  30  5403.017  5402.017  5404.017
d50075  -154.943  26.0  5405.774  30  5402.980  5401.980  5403.980
d10006  -152.461  26.0  5429.696  29  5426.935  5425.935  5427.935
d10007  -156.877  26.0  5429.696  29  5426.854  5425.854  5427.854
d10008  -158.951  26.0  5429.696  29  5426.817  5425.817  5427.817
d10009  -159.293  26.0  5429.696  29  5426.811  5425.811  5427.811
d10011  -158.495  26.0  5429.696  29  5426.825  5425.825  5427.825
d10012  -157.286  26.0  5429.696  29  5426.847  5425.847  5427.847
d10013  -155.579  26.0  5429.696  29  5426.878  5425.878  5427.878
d10014  -153.762  26.0  5429.696  29  5426.911  5425.911  5427.911
d10016  -151.306  26.0  5429.696  29  5426.955  5425.955  5427.955
d10017  -149.237  26.0  5429.696  29  5426.993  5425.993  5427.993
d10018  -147.109  26.0  5429.696  29  5427.031  5426.031  5428.031
d10019  -145.733  26.0  5429.696  29  5427.056  5426.056  5428.056
d10021  -143.520  26.0  5429.696  29  5427.096  5426.096  5428.096
d10022  -142.055  26.0  5429.696  29  5427.123  5426.123  5428.123
d10023  -140.392  26.0  5429.696  29  5427.153  5426.153  5428.153
d10024  -139.068  26.0  5429.696  29  5427.177  5426.177  5428.177
d10026  -137.285  26.0  5429.696  29  5427.209  5426.209  5428.209
d10027  -137.382  26.0  5429.696  29  5427.208  5426.208  5428.208
d10028  -134.076  26.0  5429.696  29  5427.268  5426.268  5428.268
d10029  -133.674  26.0  5429.696  29  5427.275  5426.275  5428.275
d20011  -141.894  26.0  5429.696  29  5427.126  5426.126  5428.126
d20012  -140.718  26.0  5429.696  29  5427.147  5426.147  5428.147
d20013  -138.944  26.0  5429.696  29  5427.179  5426.179  5428.179
d20014  -137.557  26.0  5429.696  29  5427.205  5426.205  5428.205
d20016  -135.433  26.0  5429.696  29  5427.243  5426.243  5428.243
d20017  -134.168  26.0  5429.696  29  5427.266  5426.266  5428.266
d20018  -133.089  26.0  5429.696  29  5427.285  5426.285  5428.285
d20019  -132.285  26.0  5429.696  29  5427.300  5426.300  5428.300
d20021  -131.189  26.0  5429.696  29  5427.320  5426.320  5428.320
d20024  -132.542  26.0  5429.696  29  5427.295  5426.295  5428.295
d20026  -135.071  26.0  5429.696  29  5427.250  5426.250  5428.250
d20027  -139.049  26.0  5429.696  29  5427.177  5426.177  5428.177
d20028  -144.439  26.0  5429.696  29  5427.080  5426.080  5428.080
d20029  -149.635  26.0  5429.696  29  5426.986  5425.986  5427.986
